support,itemsets
0.09733606557377049,frozenset({'47566'})
0.08299180327868852,frozenset({'23298'})
0.07377049180327869,frozenset({'23245'})
0.06967213114754098,frozenset({'23209'})
0.06659836065573771,frozenset({'85123A'})
0.06352459016393443,frozenset({'84879'})
0.05942622950819672,frozenset({'22384'})
0.0584016393442623,frozenset({'22720'})
0.05635245901639344,frozenset({'85099B'})
0.05635245901639344,frozenset({'23321'})
0.055327868852459015,frozenset({'22423'})
0.05430327868852459,frozenset({'23202'})
0.05122950819672131,frozenset({'22469'})
0.050204918032786885,frozenset({'20728'})
0.050204918032786885,frozenset({'20725'})
0.050204918032786885,frozenset({'20726'})
0.04918032786885246,frozenset({'POST'})
0.04918032786885246,frozenset({'23301'})
0.04815573770491803,frozenset({'23284'})
0.04610655737704918,frozenset({'21936'})
0.04405737704918033,frozenset({'23307'})
0.04405737704918033,frozenset({'23199'})
0.0430327868852459,frozenset({'23207'})
0.0430327868852459,frozenset({'23208'})
0.042008196721311473,frozenset({'23203'})
0.042008196721311473,frozenset({'22411'})
0.042008196721311473,frozenset({'84755'})
0.042008196721311473,frozenset({'22382'})
0.039959016393442626,frozenset({'23206'})
0.0389344262295082,frozenset({'20914'})
0.0389344262295082,frozenset({'21931'})
0.0389344262295082,frozenset({'21034'})
0.0389344262295082,frozenset({'23240'})
0.03790983606557377,frozenset({'22629'})
0.03790983606557377,frozenset({'20727'})
0.036885245901639344,frozenset({'23306'})
0.036885245901639344,frozenset({'82482'})
0.035860655737704916,frozenset({'22993'})
0.03483606557377049,frozenset({'23200'})
0.03483606557377049,frozenset({'23201'})
0.03483606557377049,frozenset({'22386'})
0.03381147540983607,frozenset({'23289'})
0.03381147540983607,frozenset({'22907'})
0.03278688524590164,frozenset({'22662'})
0.03278688524590164,frozenset({'22383'})
0.03278688524590164,frozenset({'22961'})
0.03278688524590164,frozenset({'21929'})
0.03278688524590164,frozenset({'22436'})
0.031762295081967214,frozenset({'22077'})
0.031762295081967214,frozenset({'23293'})
0.030737704918032786,frozenset({'21932'})
0.030737704918032786,frozenset({'71459'})
0.030737704918032786,frozenset({'23294'})
0.030737704918032786,frozenset({'22726'})
0.030737704918032786,frozenset({'22427'})
0.030737704918032786,frozenset({'23198'})
0.030737704918032786,frozenset({'22197'})
0.02971311475409836,frozenset({'22178'})
0.02971311475409836,frozenset({'22467'})
0.02971311475409836,frozenset({'22139'})
0.02971311475409836,frozenset({'85099F'})
0.02971311475409836,frozenset({'22355'})
0.02971311475409836,frozenset({'21175'})
0.02971311475409836,frozenset({'21907'})
0.028688524590163935,frozenset({'21790'})
0.028688524590163935,frozenset({'22898'})
0.028688524590163935,frozenset({'21179'})
0.028688524590163935,frozenset({'23286'})
0.028688524590163935,frozenset({'21868'})
0.028688524590163935,frozenset({'20972'})
0.027663934426229508,frozenset({'15056N'})
0.027663934426229508,frozenset({'47420'})
0.027663934426229508,frozenset({'82494L'})
0.027663934426229508,frozenset({'21733'})
0.027663934426229508,frozenset({'23309'})
0.02663934426229508,frozenset({'23243'})
0.02663934426229508,frozenset({'22624'})
0.02663934426229508,frozenset({'21499'})
0.02663934426229508,frozenset({'22558'})
0.02663934426229508,frozenset({'82486'})
0.02663934426229508,frozenset({'84997D'})
0.02663934426229508,frozenset({'82600'})
0.02663934426229508,frozenset({'22666'})
0.02663934426229508,frozenset({'21915'})
0.025614754098360656,frozenset({'23236'})
0.025614754098360656,frozenset({'22998'})
0.025614754098360656,frozenset({'85099C'})
0.025614754098360656,frozenset({'22192'})
0.025614754098360656,frozenset({'22138'})
0.025614754098360656,frozenset({'85132C'})
0.025614754098360656,frozenset({'22457'})
0.025614754098360656,frozenset({'22029'})
0.02459016393442623,frozenset({'22464'})
0.02459016393442623,frozenset({'23288'})
0.02459016393442623,frozenset({'22400'})
0.02459016393442623,frozenset({'84992'})
0.02459016393442623,frozenset({'22090'})
0.02459016393442623,frozenset({'23310'})
0.02459016393442623,frozenset({'15036'})
0.02459016393442623,frozenset({'48138'})
0.02459016393442623,frozenset({'23052'})
0.02459016393442623,frozenset({'21213'})
0.0235655737704918,frozenset({'23256'})
0.0235655737704918,frozenset({'20723'})
0.0235655737704918,frozenset({'21232'})
0.0235655737704918,frozenset({'21975'})
0.0235655737704918,frozenset({'84596B'})
0.0235655737704918,frozenset({'23250'})
0.0235655737704918,frozenset({'82578'})
0.0235655737704918,frozenset({'23300'})
0.0235655737704918,frozenset({'20685'})
0.0235655737704918,frozenset({'21755'})
0.0235655737704918,frozenset({'21509'})
0.022540983606557378,frozenset({'22728'})
0.022540983606557378,frozenset({'22699'})
0.022540983606557378,frozenset({'20616'})
0.022540983606557378,frozenset({'22147'})
0.022540983606557378,frozenset({'85152'})
0.022540983606557378,frozenset({'84596F'})
0.022540983606557378,frozenset({'20712'})
0.022540983606557378,frozenset({'84978'})
0.022540983606557378,"frozenset({'84879', '47566'})"
0.022540983606557378,frozenset({'23050'})
0.022540983606557378,frozenset({'23120'})
0.02151639344262295,frozenset({'23204'})
0.02151639344262295,frozenset({'22904'})
0.02151639344262295,frozenset({'47566B'})
0.02151639344262295,frozenset({'20724'})
0.02151639344262295,frozenset({'21928'})
0.02151639344262295,frozenset({'48187'})
0.02151639344262295,frozenset({'84970S'})
0.02151639344262295,frozenset({'23296'})
0.02151639344262295,frozenset({'21933'})
0.02151639344262295,frozenset({'23322'})
0.02151639344262295,frozenset({'22037'})
0.02151639344262295,frozenset({'23308'})
0.02151639344262295,frozenset({'20974'})
0.020491803278688523,frozenset({'23238'})
0.020491803278688523,frozenset({'22727'})
0.020491803278688523,frozenset({'21533'})
0.020491803278688523,frozenset({'23287'})
0.020491803278688523,frozenset({'23031'})
0.020491803278688523,frozenset({'21742'})
0.020491803278688523,frozenset({'23295'})
0.020491803278688523,frozenset({'22960'})
0.020491803278688523,frozenset({'23028'})
0.020491803278688523,frozenset({'84945'})
0.020491803278688523,frozenset({'22766'})
0.020491803278688523,frozenset({'22730'})
0.020491803278688523,"frozenset({'47566', '23298'})"
0.020491803278688523,frozenset({'21559'})
0.020491803278688523,frozenset({'22630'})
0.020491803278688523,frozenset({'21257'})
0.020491803278688523,frozenset({'23014'})
0.020491803278688523,frozenset({'22784'})
0.020491803278688523,frozenset({'23188'})
0.020491803278688523,frozenset({'48184'})
0.020491803278688523,frozenset({'21967'})
0.020491803278688523,frozenset({'21165'})
0.020491803278688523,frozenset({'84077'})
0.020491803278688523,"frozenset({'23199', '23202'})"
