support,itemsets
0.22028688524590165,frozenset({'85123A'})
0.21721311475409835,frozenset({'23203'})
0.21618852459016394,frozenset({'47566'})
0.19262295081967212,frozenset({'20725'})
0.1834016393442623,frozenset({'23298'})
0.18237704918032788,frozenset({'84879'})
0.17930327868852458,frozenset({'23245'})
0.17520491803278687,frozenset({'22423'})
0.17315573770491804,frozenset({'22720'})
0.16905737704918034,frozenset({'85099B'})
0.16393442622950818,frozenset({'23209'})
0.1598360655737705,frozenset({'23206'})
0.1567622950819672,frozenset({'23201'})
0.1526639344262295,frozenset({'23202'})
0.14856557377049182,frozenset({'23199'})
0.14856557377049182,frozenset({'22411'})
0.13831967213114754,"frozenset({'47566', '23298'})"
0.13422131147540983,frozenset({'22386'})
0.13319672131147542,frozenset({'21212'})
0.1290983606557377,frozenset({'22993'})
0.1290983606557377,frozenset({'22197'})
0.12807377049180327,"frozenset({'85099B', '23203'})"
0.12807377049180327,frozenset({'22384'})
0.1260245901639344,frozenset({'22383'})
0.12397540983606557,frozenset({'23240'})
0.12397540983606557,frozenset({'20728'})
0.12192622950819672,frozenset({'23307'})
0.11782786885245902,frozenset({'22382'})
0.1168032786885246,frozenset({'20727'})
0.11577868852459017,frozenset({'82494L'})
0.11577868852459017,"frozenset({'85099B', '22386'})"
0.11475409836065574,frozenset({'23208'})
0.11475409836065574,frozenset({'POST'})
0.11475409836065574,frozenset({'21931'})
0.11372950819672131,frozenset({'23322'})
0.11270491803278689,"frozenset({'23202', '23203'})"
0.11270491803278689,"frozenset({'23199', '23203'})"
0.11168032786885246,frozenset({'22457'})
0.11065573770491803,frozenset({'22326'})
0.11065573770491803,frozenset({'21080'})
0.1096311475409836,"frozenset({'22423', '23245'})"
0.10860655737704918,frozenset({'23200'})
0.10553278688524591,frozenset({'82482'})
0.10553278688524591,frozenset({'82483'})
0.10450819672131148,"frozenset({'23203', '22386'})"
0.10348360655737705,frozenset({'22077'})
0.10245901639344263,frozenset({'20726'})
0.1014344262295082,"frozenset({'85099B', '23203', '22386'})"
0.1014344262295082,frozenset({'23243'})
0.10040983606557377,frozenset({'82484'})
0.10040983606557377,frozenset({'22961'})
0.10040983606557377,"frozenset({'20725', '23203'})"
0.09938524590163934,frozenset({'23295'})
0.09836065573770492,"frozenset({'23201', '23203'})"
0.09836065573770492,"frozenset({'23199', '85099B'})"
0.09836065573770492,frozenset({'22727'})
0.09528688524590163,frozenset({'23207'})
0.09528688524590163,frozenset({'22385'})
0.09528688524590163,frozenset({'82486'})
0.0942622950819672,"frozenset({'85099B', '20725'})"
0.0942622950819672,"frozenset({'23199', '85099B', '23203'})"
0.0942622950819672,"frozenset({'23199', '23202'})"
0.0942622950819672,frozenset({'23293'})
0.0942622950819672,"frozenset({'23209', '20725'})"
0.09221311475409837,frozenset({'22666'})
0.09118852459016394,"frozenset({'85099B', '23202'})"
0.09118852459016394,"frozenset({'20727', '22383'})"
0.09016393442622951,"frozenset({'22384', '20725'})"
0.08913934426229508,"frozenset({'84879', '47566'})"
0.08913934426229508,"frozenset({'23206', '20725'})"
0.08913934426229508,frozenset({'22554'})
0.08913934426229508,"frozenset({'82482', '82494L'})"
0.08811475409836066,"frozenset({'23209', '23206'})"
0.08811475409836066,"frozenset({'23199', '23200'})"
0.08811475409836066,frozenset({'21754'})
0.08811475409836066,frozenset({'22111'})
0.08811475409836066,frozenset({'22726'})
0.08811475409836066,"frozenset({'22384', '22383'})"
0.08811475409836066,"frozenset({'22411', '23203'})"
0.08811475409836066,"frozenset({'23209', '23203'})"
0.08709016393442623,"frozenset({'23206', '23203'})"
0.0860655737704918,"frozenset({'23199', '23206'})"
0.0860655737704918,frozenset({'22551'})
0.0860655737704918,frozenset({'22699'})
0.0860655737704918,frozenset({'20713'})
0.0860655737704918,"frozenset({'22382', '22383'})"
0.0860655737704918,"frozenset({'22382', '20725'})"
0.0860655737704918,"frozenset({'22727', '22726'})"
0.08504098360655737,"frozenset({'85099B', '23202', '23203'})"
0.08504098360655737,"frozenset({'23202', '22386'})"
0.08504098360655737,"frozenset({'22383', '20728'})"
0.08504098360655737,"frozenset({'23199', '23202', '23203'})"
0.08504098360655737,"frozenset({'22384', '20727'})"
0.08504098360655737,frozenset({'23332'})
0.08504098360655737,frozenset({'23296'})
0.08401639344262295,frozenset({'20914'})
0.08401639344262295,frozenset({'22624'})
0.08401639344262295,"frozenset({'22383', '20725'})"
