support,itemsets
0.25922131147540983,frozenset({'23084'})
0.2038934426229508,frozenset({'22138'})
0.20184426229508196,frozenset({'84879'})
0.19979508196721313,frozenset({'22086'})
0.19467213114754098,frozenset({'23581'})
0.1915983606557377,frozenset({'23355'})
0.19057377049180327,frozenset({'23203'})
0.1885245901639344,frozenset({'23344'})
0.1875,frozenset({'85099B'})
0.18032786885245902,frozenset({'85123A'})
0.1721311475409836,frozenset({'23313'})
0.1680327868852459,frozenset({'22910'})
0.1680327868852459,frozenset({'23583'})
0.16598360655737704,frozenset({'22139'})
0.16495901639344263,frozenset({'22865'})
0.16495901639344263,frozenset({'22197'})
0.16188524590163936,frozenset({'22952'})
0.16086065573770492,frozenset({'23301'})
0.16086065573770492,frozenset({'21034'})
0.15471311475409835,frozenset({'23493'})
0.15368852459016394,frozenset({'23480'})
0.14959016393442623,frozenset({'22909'})
0.14856557377049182,frozenset({'23356'})
0.14856557377049182,frozenset({'22144'})
0.14549180327868852,frozenset({'23311'})
0.14344262295081966,frozenset({'22423'})
0.14344262295081966,frozenset({'23582'})
0.14344262295081966,frozenset({'23570'})
0.14241803278688525,frozenset({'21731'})
0.14241803278688525,frozenset({'21733'})
0.13934426229508196,frozenset({'22734'})
0.13831967213114754,frozenset({'22111'})
0.13831967213114754,frozenset({'22112'})
0.13729508196721313,frozenset({'23571'})
0.13524590163934427,frozenset({'22577'})
0.13319672131147542,frozenset({'23209'})
0.13217213114754098,frozenset({'84946'})
0.13114754098360656,frozenset({'23322'})
0.13114754098360656,frozenset({'35970'})
0.13012295081967212,frozenset({'23343'})
0.13012295081967212,frozenset({'22114'})
0.1290983606557377,frozenset({'23202'})
0.12807377049180327,frozenset({'22941'})
0.12704918032786885,"frozenset({'23084', '23480'})"
0.1260245901639344,frozenset({'22141'})
0.125,"frozenset({'22910', '22086'})"
0.12397540983606557,frozenset({'23245'})
0.12295081967213115,frozenset({'22578'})
0.12295081967213115,frozenset({'22866'})
0.12192622950819672,frozenset({'22411'})
0.12192622950819672,"frozenset({'23582', '23203'})"
0.11987704918032786,"frozenset({'23084', '21731'})"
0.11987704918032786,"frozenset({'23582', '23581'})"
0.11885245901639344,frozenset({'21485'})
0.11782786885245902,frozenset({'23569'})
0.11782786885245902,"frozenset({'85099B', '23203'})"
0.1168032786885246,"frozenset({'23343', '23344'})"
0.1168032786885246,frozenset({'23300'})
0.11577868852459017,"frozenset({'22112', '23355'})"
0.11577868852459017,frozenset({'20725'})
0.11372950819672131,"frozenset({'22114', '23355'})"
0.11270491803278689,"frozenset({'22112', '22114'})"
0.11270491803278689,"frozenset({'23581', '23203'})"
0.11168032786885246,"frozenset({'21733', '85123A'})"
0.11065573770491803,"frozenset({'22577', '22578'})"
0.11065573770491803,frozenset({'22720'})
0.1096311475409836,frozenset({'22867'})
0.10860655737704918,"frozenset({'23571', '23570'})"
0.10860655737704918,frozenset({'22835'})
