support,itemsets
0.12397540983606557,frozenset({'47566'})
0.11475409836065574,frozenset({'23245'})
0.10553278688524591,frozenset({'23298'})
0.09836065573770492,frozenset({'23203'})
0.09733606557377049,frozenset({'23209'})
0.08811475409836066,frozenset({'22720'})
0.0860655737704918,frozenset({'85123A'})
0.08504098360655737,frozenset({'85099B'})
0.08401639344262295,frozenset({'23301'})
0.08299180327868852,frozenset({'23206'})
0.08299180327868852,frozenset({'22423'})
0.07991803278688525,frozenset({'23240'})
0.07684426229508197,frozenset({'23084'})
0.07581967213114754,frozenset({'20725'})
0.07479508196721311,frozenset({'23284'})
0.07274590163934426,frozenset({'23202'})
0.07172131147540983,frozenset({'23307'})
0.07172131147540983,frozenset({'23243'})
0.0706967213114754,frozenset({'23300'})
0.06864754098360656,frozenset({'22384'})
0.0625,frozenset({'22383'})
0.0625,frozenset({'20727'})
0.060450819672131145,frozenset({'20728'})
0.05942622950819672,frozenset({'22382'})
0.0584016393442623,frozenset({'23201'})
0.0584016393442623,frozenset({'22197'})
0.05737704918032787,frozenset({'POST'})
0.05635245901639344,frozenset({'84879'})
0.05635245901639344,frozenset({'23236'})
0.055327868852459015,frozenset({'23207'})
0.055327868852459015,frozenset({'21080'})
0.05430327868852459,frozenset({'21212'})
0.05430327868852459,frozenset({'23208'})
0.05430327868852459,frozenset({'23321'})
0.05327868852459016,frozenset({'23199'})
0.05327868852459016,frozenset({'22386'})
0.050204918032786885,"frozenset({'23209', '23203'})"
0.050204918032786885,"frozenset({'23301', '23300'})"
0.050204918032786885,frozenset({'22960'})
0.050204918032786885,frozenset({'22993'})
0.050204918032786885,frozenset({'85099F'})
0.04815573770491803,frozenset({'20724'})
0.0471311475409836,frozenset({'23308'})
0.0471311475409836,frozenset({'82482'})
0.0471311475409836,frozenset({'22457'})
0.04610655737704918,frozenset({'23200'})
0.045081967213114756,frozenset({'21931'})
0.045081967213114756,frozenset({'22961'})
0.045081967213114756,frozenset({'20726'})
0.045081967213114756,frozenset({'82494L'})
0.04405737704918033,"frozenset({'47566', '23298'})"
0.04405737704918033,frozenset({'23306'})
0.04405737704918033,frozenset({'22469'})
0.04405737704918033,frozenset({'22699'})
0.0430327868852459,"frozenset({'23202', '23203'})"
0.0430327868852459,"frozenset({'23209', '23206'})"
0.0430327868852459,frozenset({'84755'})
0.0430327868852459,frozenset({'22624'})
0.0430327868852459,frozenset({'22727'})
0.042008196721311473,frozenset({'23322'})
0.042008196721311473,"frozenset({'22384', '20725'})"
0.042008196721311473,frozenset({'22139'})
0.042008196721311473,frozenset({'23108'})
0.042008196721311473,frozenset({'22629'})
0.042008196721311473,frozenset({'23173'})
0.040983606557377046,frozenset({'23237'})
0.040983606557377046,frozenset({'21975'})
0.040983606557377046,frozenset({'22090'})
0.040983606557377046,frozenset({'23170'})
0.040983606557377046,frozenset({'23241'})
0.039959016393442626,"frozenset({'23240', '23245'})"
0.039959016393442626,frozenset({'20719'})
0.039959016393442626,frozenset({'22356'})
0.039959016393442626,frozenset({'22355'})
0.039959016393442626,frozenset({'21034'})
0.039959016393442626,frozenset({'23204'})
0.0389344262295082,"frozenset({'22720', '23243'})"
0.0389344262295082,frozenset({'22178'})
0.0389344262295082,frozenset({'21977'})
0.0389344262295082,frozenset({'20723'})
0.0389344262295082,frozenset({'22697'})
0.03790983606557377,frozenset({'85099C'})
0.036885245901639344,"frozenset({'85099B', '23203'})"
0.036885245901639344,frozenset({'15036'})
0.036885245901639344,frozenset({'84978'})
0.036885245901639344,frozenset({'22470'})
0.035860655737704916,"frozenset({'23206', '20725'})"
0.035860655737704916,frozenset({'22726'})
0.035860655737704916,"frozenset({'23240', '23236'})"
0.035860655737704916,frozenset({'85152'})
0.035860655737704916,frozenset({'22467'})
0.035860655737704916,frozenset({'22666'})
0.035860655737704916,frozenset({'21936'})
0.035860655737704916,frozenset({'22411'})
0.03483606557377049,"frozenset({'23209', '20725'})"
0.03483606557377049,frozenset({'82484'})
0.03483606557377049,"frozenset({'22384', '20727'})"
0.03483606557377049,frozenset({'84991'})
0.03483606557377049,frozenset({'22427'})
0.03483606557377049,frozenset({'23175'})
0.03381147540983607,"frozenset({'22383', '20725'})"
0.03381147540983607,"frozenset({'20727', '20725'})"
0.03381147540983607,frozenset({'22417'})
0.03381147540983607,frozenset({'21754'})
0.03381147540983607,frozenset({'21213'})
0.03381147540983607,frozenset({'22627'})
0.03278688524590164,"frozenset({'22384', '22383'})"
0.03278688524590164,frozenset({'21175'})
