support,itemsets
0.16598360655737704,frozenset({'47566'})
0.1598360655737705,frozenset({'23298'})
0.15368852459016394,frozenset({'23203'})
0.15163934426229508,frozenset({'85099B'})
0.13831967213114754,frozenset({'23209'})
0.1362704918032787,frozenset({'23245'})
0.1362704918032787,frozenset({'22423'})
0.13217213114754098,frozenset({'20727'})
0.1290983606557377,frozenset({'85123A'})
0.1290983606557377,frozenset({'84879'})
0.12704918032786885,frozenset({'23202'})
0.12295081967213115,frozenset({'22720'})
0.12090163934426229,frozenset({'22384'})
0.12090163934426229,frozenset({'23206'})
0.1168032786885246,frozenset({'20728'})
0.11577868852459017,frozenset({'20725'})
0.11270491803278689,frozenset({'23284'})
0.1096311475409836,frozenset({'22383'})
0.10860655737704918,frozenset({'23199'})
0.10860655737704918,frozenset({'82482'})
0.10758196721311475,frozenset({'23307'})
0.10758196721311475,frozenset({'23321'})
0.10450819672131148,frozenset({'22469'})
0.10245901639344263,frozenset({'23208'})
0.1014344262295082,frozenset({'23201'})
0.1014344262295082,frozenset({'84755'})
0.09938524590163934,frozenset({'23243'})
0.09836065573770492,frozenset({'22457'})
0.09733606557377049,frozenset({'22382'})
0.09631147540983606,frozenset({'82494L'})
0.0942622950819672,frozenset({'23207'})
0.09118852459016394,frozenset({'22993'})
0.09016393442622951,frozenset({'22197'})
0.08913934426229508,frozenset({'21034'})
0.08811475409836066,frozenset({'22386'})
0.08709016393442623,frozenset({'23240'})
0.08709016393442623,frozenset({'20914'})
0.08709016393442623,frozenset({'23301'})
0.0860655737704918,frozenset({'POST'})
0.08401639344262295,frozenset({'20726'})
0.08299180327868852,"frozenset({'85099B', '23203'})"
0.08094262295081968,frozenset({'23306'})
0.08094262295081968,frozenset({'21212'})
0.07991803278688525,frozenset({'22961'})
0.07889344262295082,"frozenset({'47566', '23298'})"
0.0778688524590164,"frozenset({'85099B', '23202'})"
0.0778688524590164,frozenset({'23322'})
0.07684426229508197,"frozenset({'23202', '23203'})"
