support,itemsets
0.1711065573770492,frozenset({'23209'})
0.15471311475409835,frozenset({'85123A'})
0.14754098360655737,frozenset({'23203'})
0.14549180327868852,frozenset({'47566'})
0.14344262295081966,frozenset({'23298'})
0.1362704918032787,frozenset({'20725'})
0.13319672131147542,frozenset({'84879'})
0.13319672131147542,frozenset({'22423'})
0.13114754098360656,frozenset({'85099B'})
0.13012295081967212,frozenset({'23245'})
0.125,frozenset({'23202'})
0.12192622950819672,frozenset({'22383'})
0.12090163934426229,frozenset({'22720'})
0.11987704918032786,frozenset({'23199'})
0.11987704918032786,frozenset({'23201'})
0.11782786885245902,frozenset({'23206'})
0.1096311475409836,frozenset({'20728'})
0.1096311475409836,frozenset({'22386'})
0.10860655737704918,frozenset({'20727'})
0.10553278688524591,frozenset({'22382'})
0.10450819672131148,frozenset({'22384'})
0.10450819672131148,frozenset({'22411'})
0.10348360655737705,frozenset({'20726'})
0.1014344262295082,frozenset({'82482'})
0.09631147540983606,frozenset({'23240'})
0.09528688524590163,frozenset({'22457'})
0.09528688524590163,frozenset({'85099F'})
0.09528688524590163,frozenset({'21931'})
0.0942622950819672,frozenset({'23297'})
0.0942622950819672,frozenset({'22961'})
0.0942622950819672,frozenset({'22178'})
0.0942622950819672,frozenset({'23321'})
0.09221311475409837,frozenset({'23322'})
0.09118852459016394,frozenset({'22469'})
0.09118852459016394,frozenset({'23293'})
0.09016393442622951,frozenset({'23207'})
0.09016393442622951,frozenset({'82484'})
0.08811475409836066,frozenset({'22993'})
0.08811475409836066,frozenset({'23243'})
0.08811475409836066,frozenset({'23307'})
0.08504098360655737,frozenset({'22470'})
0.08401639344262295,frozenset({'23295'})
0.08401639344262295,frozenset({'23200'})
0.08401639344262295,frozenset({'22077'})
0.08401639344262295,frozenset({'POST'})
0.08299180327868852,frozenset({'22960'})
0.07889344262295082,"frozenset({'47566', '23298'})"
0.0778688524590164,frozenset({'20914'})
0.07479508196721311,frozenset({'84978'})
0.07377049180327869,"frozenset({'23202', '23203'})"
0.07377049180327869,frozenset({'22427'})
0.07377049180327869,frozenset({'22139'})
0.07377049180327869,frozenset({'20724'})
0.07377049180327869,frozenset({'23300'})
0.07274590163934426,"frozenset({'23209', '20725'})"
0.07274590163934426,frozenset({'82494L'})
0.07274590163934426,frozenset({'84755'})
0.07274590163934426,frozenset({'82486'})
0.07274590163934426,frozenset({'21977'})
0.07274590163934426,frozenset({'22090'})
0.07274590163934426,frozenset({'23296'})
0.07172131147540983,frozenset({'85099C'})
0.07172131147540983,frozenset({'21212'})
0.0706967213114754,"frozenset({'23209', '20727'})"
0.0706967213114754,frozenset({'22666'})
0.0706967213114754,frozenset({'21915'})
0.0706967213114754,frozenset({'22197'})
0.06967213114754098,frozenset({'23204'})
0.06864754098360656,"frozenset({'22384', '20725'})"
0.06864754098360656,"frozenset({'23209', '23206'})"
0.06864754098360656,frozenset({'23301'})
0.06864754098360656,frozenset({'21733'})
0.06864754098360656,frozenset({'22149'})
0.06864754098360656,frozenset({'22662'})
0.06762295081967214,"frozenset({'23199', '23200'})"
0.06762295081967214,"frozenset({'23201', '23202'})"
0.06762295081967214,frozenset({'21790'})
0.06762295081967214,frozenset({'22624'})
0.06659836065573771,"frozenset({'23293', '23296'})"
0.06659836065573771,frozenset({'23294'})
0.06659836065573771,"frozenset({'23321', '23322'})"
0.06659836065573771,"frozenset({'85099B', '22386'})"
0.06557377049180328,"frozenset({'20726', '23206'})"
0.06557377049180328,frozenset({'20723'})
0.06557377049180328,frozenset({'22699'})
0.06557377049180328,"frozenset({'23199', '23201'})"
0.06557377049180328,"frozenset({'22383', '20725'})"
0.06454918032786885,"frozenset({'85099F', '22386'})"
0.06454918032786885,"frozenset({'23295', '23293'})"
0.06454918032786885,frozenset({'22629'})
0.06454918032786885,frozenset({'20719'})
0.06454918032786885,frozenset({'23308'})
0.06454918032786885,"frozenset({'23199', '23202'})"
0.06352459016393443,"frozenset({'23209', '22384'})"
0.06352459016393443,"frozenset({'20727', '20725'})"
0.06352459016393443,frozenset({'84991'})
0.06352459016393443,frozenset({'22625'})
0.0625,"frozenset({'23293', '23297'})"
0.0625,"frozenset({'23206', '20725'})"
0.0625,frozenset({'22726'})
0.0625,frozenset({'22697'})
0.0625,frozenset({'21929'})
0.0625,"frozenset({'20728', '20725'})"
0.0625,"frozenset({'23209', '22383'})"
0.06147540983606557,"frozenset({'23297', '23296'})"
0.06147540983606557,"frozenset({'22382', '23206'})"
0.06147540983606557,frozenset({'23208'})
0.06147540983606557,frozenset({'22138'})
0.06147540983606557,"frozenset({'23199', '23203'})"
0.06147540983606557,"frozenset({'20727', '22383'})"
0.06147540983606557,"frozenset({'20727', '23206'})"
0.060450819672131145,"frozenset({'23295', '23296'})"
0.060450819672131145,frozenset({'21175'})
0.060450819672131145,frozenset({'82483'})
0.060450819672131145,"frozenset({'21931', '23201'})"
0.060450819672131145,"frozenset({'23199', '21931'})"
0.060450819672131145,"frozenset({'23209', '20728'})"
0.05942622950819672,"frozenset({'22384', '20727'})"
0.05942622950819672,frozenset({'48194'})
0.05942622950819672,"frozenset({'85099B', '21931'})"
0.05942622950819672,"frozenset({'20728', '23206'})"
0.0584016393442623,"frozenset({'23295', '23293', '23296'})"
0.0584016393442623,"frozenset({'20727', '22382'})"
0.0584016393442623,"frozenset({'22382', '20725'})"
0.0584016393442623,frozenset({'22355'})
0.0584016393442623,"frozenset({'23199', '85099B'})"
0.0584016393442623,"frozenset({'22383', '20728'})"
0.0584016393442623,"frozenset({'22720', '23243'})"
0.05737704918032787,"frozenset({'23201', '23203'})"
